# Model: Name of the sea ice forecast model
# Ensemble member: Name of the ensemble member. Only relevant for IceNet models - for SEAS5 and the linear trend model this is 'NA'. IceNet's temperature-scaled ensemble mean is labelled 'ensemble_tempscaled'. The non-temperature-scaled ensemble mean is labelled 'ensemble'
# Leadtime: Lead time of the forecast (number of months)
# Forecast date: Monthly-average target forecast date (day set to 01 by default)
# Binary accuracy: Percentage of grid cells with the correct binary prediction for SIC > 15% from the model, computed within a maximum sea ice climatology mask (%)
# SIE error: Sea ice extent (area covered by grid cells with SIC > 15%) error between model and OSI-SAF ground truth (km2)
#
Model,Ensemble member,Leadtime,Forecast date,Binary accuracy,SIE error
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-01-01,97.41277,-163125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-02-01,97.173965,-12500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-03-01,96.52651999999999,90625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-04-01,97.146034,-166875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-05-01,97.933525,-85000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-06-01,95.18885,76250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-07-01,93.84768000000001,-298750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-08-01,94.78200000000001,-80625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-09-01,94.53438,-321250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-10-01,94.01868,-516250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-11-01,94.21685,-368750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2017-12-01,97.72771999999999,-68125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-01-01,96.5655,185625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-02-01,96.28748,-150000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-03-01,96.30367,22500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-04-01,97.11295,68750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-05-01,96.92303000000001,98125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-06-01,96.00294,415000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-07-01,92.74374,-460625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-08-01,92.84682,-298750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-09-01,94.77903,-501875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-10-01,89.74359,-586250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-11-01,94.08771999999999,-816875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2018-12-01,94.98578,-573750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-01-01,96.65628000000001,-321875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-02-01,96.03463,-206875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-03-01,97.03165,-43125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-04-01,96.231804,365625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-05-01,98.12522,45625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-06-01,95.83791,-34375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-07-01,93.922104,-285000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-08-01,96.72651,-176250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-09-01,95.252716,-402500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-10-01,91.44035,-635000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-11-01,95.84066999999999,-526875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2019-12-01,97.20513000000001,-331875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-01-01,95.76966,-317500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-02-01,98.137794,13750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-03-01,97.3674,121250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-04-01,96.66486,329375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-05-01,96.87104000000001,144375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-06-01,95.76091,-135000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-07-01,93.04556,10000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-08-01,95.5654,-141875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-09-01,94.07630999999999,-366250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-10-01,92.59206400000001,-749375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-11-01,94.52988,-237500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,1,2020-12-01,96.06073,-564375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-01-01,94.95264399999999,255000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-02-01,95.6955,241875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-03-01,95.61431999999999,-328750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-04-01,95.60327,-565000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-05-01,96.38691,-10000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-06-01,92.26623000000001,674375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-07-01,91.28008,206875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-08-01,90.897644,43750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-09-01,94.64369,33125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-10-01,90.729416,226250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-11-01,94.99941,-127500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2012-12-01,95.17761,210000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-01-01,96.28711,-266875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-02-01,96.48977,-258750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-03-01,96.78205,-38125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-04-01,96.04234,-93750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-05-01,96.28944,176250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-06-01,95.24753,72500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-07-01,90.874886,241875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-08-01,92.97272,-161875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-09-01,88.631516,-350000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-10-01,93.21295,-425000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-11-01,94.97594000000001,-442500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2013-12-01,96.09049,122500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-01-01,95.700066,21875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-02-01,95.323654,321250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-03-01,95.02600000000001,-26250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-04-01,94.99579,-37500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-05-01,95.503136,77500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-06-01,95.3282,168750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-07-01,91.90854,-71875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-08-01,92.800186,-363750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-09-01,91.62459,-571875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-10-01,92.56363,-231875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-11-01,95.281136,-152500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2014-12-01,96.94714,-146875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-01-01,96.66838,131875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-02-01,95.47834,373750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-03-01,94.75561,603125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-04-01,95.35365999999999,286875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-05-01,97.17971,147500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-06-01,94.393105,613125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-07-01,90.883156,-256875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-08-01,88.374916,64375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-09-01,92.55635,-518750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-10-01,94.250916,-515625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-11-01,95.40635,-178750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2015-12-01,95.81597,271875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-01-01,95.99056,434375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-02-01,95.03808000000001,681250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-03-01,95.40633000000001,12500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-04-01,96.62576999999999,181250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-05-01,95.6396,416250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-06-01,94.21709,196875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-07-01,86.27305,-667500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-08-01,89.829796,-608125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-09-01,90.474205,-698750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-10-01,89.57297,846250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-11-01,95.91893,178125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2016-12-01,96.864456,-138750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-01-01,96.72890500000001,128125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-02-01,97.0044,156875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-03-01,94.59813,163750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-04-01,95.952126,28750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-05-01,96.96526,-106250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-06-01,94.96149399999999,386250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-07-01,92.04085,-221875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-08-01,91.48053,259375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-09-01,93.45167,-56250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-10-01,94.37414,-196875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-11-01,93.89208,-308125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2017-12-01,95.789505,64375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-01-01,96.75916,95625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-02-01,94.359825,353750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-03-01,94.99925999999999,146875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-04-01,96.06039,-93750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-05-01,95.54536999999999,110625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-06-01,93.60836,373125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-07-01,90.71777,480625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-08-01,92.366516,441875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-09-01,92.83744,-353750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-10-01,90.35025,632500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-11-01,95.484604,-441250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2018-12-01,95.57783,-264375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-01-01,95.62139,-701875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-02-01,95.05295,-65625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-03-01,94.57733,46875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-04-01,95.4078,335625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-05-01,97.12447,213125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-06-01,93.304,535000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-07-01,88.80344000000001,-150000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-08-01,94.4416,135000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-09-01,95.46094000000001,-102500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-10-01,89.506615,296250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-11-01,95.152016,-355625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2019-12-01,96.55024,-324375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-01-01,94.6561,-375000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-02-01,96.87649,-147500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-03-01,96.52949,46250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-04-01,93.9763,668125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-05-01,95.80206,73750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-06-01,92.67693,801875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-07-01,89.80815,-111875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-08-01,91.513176,272500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-09-01,91.80678,146250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-10-01,89.6014,672500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-11-01,94.16207,-303750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,2,2020-12-01,96.19633499999999,-297500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-01-01,95.191696,308125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-02-01,94.39551999999999,310000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-03-01,94.45253000000001,-201875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-04-01,95.18826,-412500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-05-01,95.62011,-306250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-06-01,92.59626,463125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-07-01,91.61085,368125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-08-01,89.68058,416875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-09-01,93.18099000000001,415000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-10-01,90.60145,266875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-11-01,93.113434,-158750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2012-12-01,94.68479,76875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-01-01,96.55037,-106250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-02-01,96.31128000000001,121250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-03-01,96.969246,-87500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-04-01,95.78973,53750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-05-01,96.38691,-130000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-06-01,95.88192,-171875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-07-01,90.998924,331875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-08-01,92.23129,-241250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-09-01,89.313416,-208125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-10-01,92.77691,-242500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-11-01,95.16766,-276875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2013-12-01,95.35291,-85625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-01-01,95.89978,-9375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-02-01,93.952286,421875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-03-01,94.565445,284375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-04-01,94.46049000000001,-48750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-05-01,94.79806500000001,169375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-06-01,94.778145,112500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-07-01,91.14777,153125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-08-01,91.158775,-623750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-09-01,90.50544000000001,-582500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-10-01,91.222336,-288750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-11-01,94.62769,-198125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2014-12-01,97.092674,-300625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-01-01,96.30829,153750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-02-01,95.46942,521875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-03-01,93.249146,768750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-04-01,94.60784,381875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-05-01,96.27319,190625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-06-01,93.93839,723125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-07-01,91.50335,-375625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-08-01,89.484726,-34375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-09-01,91.135284,175625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-10-01,94.16086,-402500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-11-01,95.46113000000001,-237500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2015-12-01,95.5249,329375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-01-01,96.03291999999999,410625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-02-01,93.67265,876875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-03-01,95.28153,595000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-04-01,96.514496,238125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-05-01,95.55512,428750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-06-01,93.762375,488125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-07-01,90.86248,-286250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-08-01,88.59874,-775625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-09-01,91.68185,-362500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-10-01,90.50666,811875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-11-01,94.51031,443125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2016-12-01,96.02765,-214375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-01-01,96.88928,15000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-02-01,96.004875,406875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-03-01,95.0052,390625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-04-01,94.42439,292500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-05-01,96.825554,-223125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-06-01,94.93949,301250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-07-01,90.77979,-260000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-08-01,92.24994000000001,-326250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-09-01,92.74374399999999,25000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-10-01,94.17981999999999,-92500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-11-01,93.99382,-59375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2017-12-01,95.471985,151875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-01-01,95.35207,458750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-02-01,93.05985,613125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-03-01,94.565445,345625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-04-01,94.37326999999999,261875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-05-01,95.93203000000001,43750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-06-01,94.13274399999999,193750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-07-01,87.27363000000001,-471250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-08-01,88.91117,241250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-09-01,93.52454,12500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-10-01,87.9236,758750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-11-01,94.85464,-166875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2018-12-01,95.84573,123750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-01-01,96.72285,-464375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-02-01,95.00238,-165000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-03-01,93.6265,63125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-04-01,94.084564,749375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-05-01,95.69484,343125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-06-01,93.17931999999999,295000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-07-01,89.92392,38125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,38,3,2019-08-01,93.46701,-14375.0
