# Model: Name of the sea ice forecast model
# Ensemble member: Name of the ensemble member. Only relevant for IceNet models - for SEAS5 and the linear trend model this is 'NA'. IceNet's temperature-scaled ensemble mean is labelled 'ensemble_tempscaled'. The non-temperature-scaled ensemble mean is labelled 'ensemble'
# Leadtime: Lead time of the forecast (number of months)
# Forecast date: Monthly-average target forecast date (day set to 01 by default)
# Binary accuracy: Percentage of grid cells with the correct binary prediction for SIC > 15% from the model, computed within a maximum sea ice climatology mask (%)
# SIE error: Sea ice extent (area covered by grid cells with SIC > 15%) error between model and OSI-SAF ground truth (km2)
#
Model,Ensemble member,Leadtime,Forecast date,Binary accuracy,SIE error
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,2,2020-11-01,93.64949,-461875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,2,2020-12-01,96.775154,-204375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-01-01,95.66678,88750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-02-01,94.96966,40625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-03-01,94.40796999999999,-463750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-04-01,95.35365999999999,-620625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-05-01,95.07424,-406250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-06-01,92.84928000000001,397500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-07-01,90.076904,690000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-08-01,89.33085,563750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-09-01,91.54651,257500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-10-01,87.71032,93125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-11-01,93.51646,-273125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2012-12-01,94.33419,-164375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-01-01,96.01174,-205000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-02-01,96.25476,-418125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-03-01,96.59486,-227500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-04-01,95.66342,-137500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-05-01,96.048996,-301250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-06-01,93.67803,-656250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-07-01,92.12354,223125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-08-01,89.484726,-745625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-09-01,88.79288000000001,-760625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-10-01,93.303,-304375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-11-01,95.23026999999999,-496875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2013-12-01,96.877686,17500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-01-01,95.96635400000001,-59375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-02-01,94.75844599999999,-155000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-03-01,95.3469,-250000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-04-01,94.67399999999999,-119375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-05-01,95.77931,-229375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-06-01,94.55812,12500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-07-01,91.76796999999999,-195625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-08-01,88.104454,-1080625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-09-01,86.48691,-785000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-10-01,89.68198000000001,-750625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-11-01,93.52036,-680000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2014-12-01,96.96699,-300625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-01-01,96.44445999999999,71875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-02-01,96.44811999999999,192500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-03-01,94.666466,481875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-04-01,94.57476,1250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-05-01,96.28944,108750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-06-01,93.006966,533125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-07-01,88.7869,-865000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-08-01,88.79459,-411875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-09-01,91.140495,-230000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-10-01,92.50675,-784375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-11-01,94.68247,-399375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2015-12-01,95.68366999999999,71875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-01-01,96.18725,153750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-02-01,94.90420999999999,438125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-03-01,95.361755,299375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-04-01,96.33706,6250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-05-01,95.28219,406250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-06-01,93.21966,448125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-07-01,91.11055999999999,-420000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-08-01,88.41688,-1016250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-09-01,91.34871,-527500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-10-01,91.56832,250625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-11-01,94.81942,273750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2016-12-01,95.286766,-105625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-01-01,96.53220999999999,143750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-02-01,96.42135,-55625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-03-01,94.785324,14375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-04-01,94.68001600000001,-53125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-05-01,95.4414,-209375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-06-01,93.66337,-83750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-07-01,86.50459000000001,-947500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-08-01,92.08207,-435000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-09-01,89.2978,-510000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-10-01,92.34561,-435625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-11-01,93.60254,-250625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2017-12-01,95.81597,206875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-01-01,96.17817,299375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-02-01,94.469894,160625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-03-01,95.06165,25000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-04-01,94.34621,75000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-05-01,95.29519,196250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-06-01,93.60469,71250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-07-01,87.74498,-781250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-08-01,88.68734,-101250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-09-01,92.9988,-498125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-10-01,87.91886,153125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-11-01,95.363304,-573125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2018-12-01,95.45875500000001,-76875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-01-01,96.70167,-450000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-02-01,95.4724,-540000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-03-01,94.75561,-221875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-04-01,95.09503000000001,441875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-05-01,95.893036,280000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-06-01,93.25999499999999,-112500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-07-01,88.61325,-545000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-08-01,92.56703,-231250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-09-01,88.30357,-1046875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-10-01,89.96635,-661875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-11-01,94.05641999999999,-756875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2019-12-01,96.16326,-443750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-01-01,95.203804,-438125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-02-01,95.66873000000001,-456250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-03-01,95.489525,-408750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-04-01,94.27704,435625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-05-01,94.91828000000001,106250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-06-01,93.36267,182500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-07-01,90.18854,-526875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-08-01,92.27792,-475000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-09-01,89.42273,-2500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-10-01,93.066025,150625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-11-01,92.91779,-617500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,3,2020-12-01,95.862274,-370625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-01-01,95.33997,-147500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-02-01,95.34745,113750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-03-01,93.66810600000001,-470625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-04-01,94.73415,-493125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-05-01,95.43490600000001,-291875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-06-01,92.53392,313750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-07-01,90.21335,393125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-08-01,85.259964,1191875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-09-01,89.16766,969375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-10-01,90.28864,55625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-11-01,93.978165,11875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2012-12-01,94.17213000000001,-97500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-01-01,96.28408,-208750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-02-01,96.90921,-251875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-03-01,95.92631,-355625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-04-01,96.34308,-288750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-05-01,95.88004000000001,-320000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-06-01,95.093506,-307500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-07-01,90.79219,-91875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-08-01,93.10795,-243750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-09-01,87.09073000000001,-665000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-10-01,92.833786,-418750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-11-01,95.84066999999999,-270625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2013-12-01,96.705696,-167500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-01-01,95.93004,-93125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-02-01,94.93693499999999,140000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-03-01,94.88932,-218750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-04-01,94.68001600000001,-281875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-05-01,95.55512,-125000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-06-01,94.0154,-27500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-07-01,90.67229,-90000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-08-01,88.60807,-996875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-09-01,86.684715,-1046250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-10-01,89.13219000000001,-729375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-11-01,93.42255,-614375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2014-12-01,95.5216,-395000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-01-01,96.840866,-161250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-02-01,96.81104,285000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-03-01,94.09597,509375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-04-01,93.72369,260625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-05-01,95.8378,129375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-06-01,92.83462,656250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-07-01,90.65162,-295625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-08-01,86.66821999999999,-933125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-09-01,90.89584,-531875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-10-01,92.15603,-358125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-11-01,94.56118000000001,-208750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2015-12-01,95.57783,59375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-01-01,96.14791,-23125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-02-01,94.10696999999999,249375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-03-01,94.89823,403125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-04-01,96.30699,306250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-05-01,95.21396,453125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-06-01,92.83462,502500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-07-01,91.524025,-27500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-08-01,90.06295,-504375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-09-01,90.0786,-925000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-10-01,89.47816999999999,562500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-11-01,94.67465,218125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2016-12-01,94.93947,-85000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-01-01,96.38999,1875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-02-01,96.561165,167500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-03-01,94.39014,20000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-04-01,94.57777,-40625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-05-01,95.269196,-153750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-06-01,93.67437,126875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-07-01,87.61680600000001,-868125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-08-01,89.83913000000001,-803125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-09-01,89.334236,-645625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-10-01,91.24603,-564375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-11-01,92.84344499999999,-359375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2017-12-01,95.455444,55000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-01-01,96.214485,254375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-02-01,94.3747,278125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-03-01,94.17917,186875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-04-01,95.09804,108750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-05-01,95.17172,156250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-06-01,93.93473,225000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-07-01,85.95468000000001,-844375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-08-01,89.54535,-347500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-09-01,88.28796,-173750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-10-01,88.743546,434375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-11-01,94.518135,-621875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2018-12-01,96.03096,-20000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-01-01,96.356705,-421250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-02-01,95.728226,-535000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-03-01,94.38122,-394375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-04-01,95.329605,380625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-05-01,95.52913000000001,435000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-06-01,93.395676,454375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-07-01,90.928635,-601250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-08-01,94.93122,-398125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-09-01,92.25964,-575625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-10-01,87.86198399999999,-323125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-11-01,94.63943499999999,-452500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2019-12-01,96.56347,-219375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-01-01,95.0525,-559375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-02-01,96.03463,-293125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-03-01,95.36473000000001,-201250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-04-01,94.41237,50000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-05-01,95.38941,143125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-06-01,93.443344,221250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-07-01,90.22575,-132500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-08-01,92.28725,-355000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-09-01,92.57717,-43750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-10-01,85.62017,930000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-11-01,92.81997,-265625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,4,2020-12-01,96.10703000000001,-238125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-01-01,95.01014,-55625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-02-01,94.96966,34375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-03-01,94.13163,-320625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-04-01,94.436424,-398750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-05-01,95.421906,25625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-06-01,92.85661999999999,685000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-07-01,90.55238,469375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-08-01,85.786896,1173750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-09-01,87.07511,1265625.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-10-01,88.41176999999999,996875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-11-01,92.95692,-165000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2012-12-01,95.296684,-18750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-01-01,96.32342,-71875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-02-01,96.84079,5000.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-03-01,96.32446999999999,-73125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-04-01,96.81824,-258750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-05-01,96.052246,-284375.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-06-01,95.26952,-36250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-07-01,91.67286999999999,48750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-08-01,90.88832,-141250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-09-01,85.659256,-648125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-10-01,92.198685,-402500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-11-01,94.81551,-333125.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2013-12-01,96.358406,56875.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2014-01-01,95.95121999999999,-121250.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2014-02-01,95.11542,227500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2014-03-01,94.47333499999999,102500.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2014-04-01,94.90557,-158750.0
IceNet__2021_06_15_1854_icenet_nature_communications__unet_tempscale,56,5,2014-05-01,95.44465,-6250.0
